Region,Serpo,Segmen
KRO (Kalimantan),Banjarmasin 3,172393-172430
KRO (Kalimantan),Tapin,172430-172337
KRO (Kalimantan),Sambas,140410-140061
KRO (Kalimantan),Sambas,140410-147002
KRO (Kalimantan),Balikpapan 2,161071-161279
CJRO (Central Java),cilacap,ADIPALA
SSRO (South Sumatera),IOH Pangkal Pinang,AIR_MESU
SSRO (South Sumatera),Lampung 02 ( Kedaton ),Akses 13TJK067 KEDAMARAN
CJRO (Central Java),Semarang 2,Akses Candi Asri
SSRO (South Sumatera),IOH Pagar Alam,Akses Gunung Liwat
CJRO (Central Java),Semarang 2,Akses Jagalan
SSRO (South Sumatera),IOH Gn Batin / Menggala,Akses Menggala Selatan
CJRO (Central Java),Semarang 1,AMBARAWA_IB-Kartini_PL-AMBARAWASLTNCON
SSRO (South Sumatera),Pulau Negara,Aur-HH branching to Baturaja
SSRO (South Sumatera),Pulau Negara,Aur-HH branching to Beringin
SSRO (South Sumatera),Lampung 02 ( Kedaton ),B2B Springhill
SSRO (South Sumatera),IOH Sribawono,Bandar Agung lamtim-JT Branching
SSRO (South Sumatera),IOH Gn Batin / Menggala,Bandar Agung-JT Branching
SSRO (South Sumatera),IOH Metro,Bandar Jaya-Seputih mataram
SSRO (South Sumatera),IOH Pagar Alam,Bandu Agung-Muara Pinang
SSRO (South Sumatera),IOH Kota Agung / Pringsewu,Bangun Rejo Barat Laut-JT Branching
SSRO (South Sumatera),IOH Gn Batin / Menggala,Banjar Agung-JT Branching
CJRO (Central Java),Sokaraja,BANJARNEGARA
SSRO (South Sumatera),IOH Martapura,Baturaja-Martapura
CJRO (Central Java),Sokaraja,BAWANG
CJRO (Central Java),Salatiga,Bawen-Salatiga Leg-1
CJRO (Central Java),Salatiga,Bawen-Salatiga Leg-2
CJRO (Central Java),Semarang 1,Bawen-Secang
SSRO (South Sumatera),IOH Palembang 03,BB Kayu Agung-Angk 45
SSRO (South Sumatera),IOH Sribawono,Bdr Sribaowono 2-JT Branching
SSRO (South Sumatera),IOH Sribawono,Bdr Sribaowono-JT Branching
SSRO (South Sumatera),IOH Martapura,Belitang-Kurungan nyawa
SSRO (South Sumatera),IOH Bengkulu 02,Bengkulu A1-Bengkulu B1
SSRO (South Sumatera),Pulau Negara,Beringin-HH branching to Prabumulih
SSRO (South Sumatera),IOH Sekayu,Betung-Sekayu
SSRO (South Sumatera),Sungai Lilin,Betung-Sungai Lilin
SSRO (South Sumatera),IOH Krui,Bintuhan-Krui
CJRO (Central Java),Sokaraja,BOBOTSARI-KOTASARI
CJRO (Central Java),Semarang 2,BOJA (MIJEN)-KEDUNGPANE
CJRO (Central Java),Kendal,BRANGSONG-HH
CJRO (Central Java),Semarang 1,BRINGIN-SALATIGA
SSRO (South Sumatera),IOH Bengkulu 02,BTN-JT XL
SSRO (South Sumatera),IOH Bengkulu 02,BTN-Pasar Talo
SSRO (South Sumatera),IOH Bengkulu 02,BTN-Tanah Fatah
SSRO (South Sumatera),IOH Bengkulu 02,BTN-Unib
SSRO (South Sumatera),IOH Kuala Tungkal / Sangeti,Bukit baling-Merlung
SSRO (South Sumatera),IOH Palembang 03,Bukit Besar-MSC A45
SSRO (South Sumatera),IOH Kuala Tungkal / Sangeti,Bukitbaling-Kualatungkal (Jiba)
SSRO (South Sumatera),IOH Metro,Bumi jawa-JT Branching
SSRO (South Sumatera),IOH Metro,Bumi jawa-JT Branching Leg 2
CJRO (Central Java),Semarang 2,Cemara-HH ext
CJRO (Central Java),cilacap,CILACAP-AJIBARANG
CJRO (Central Java),cilacap,CILACAP-GUNUNGDEPOK
CJRO (Central Java),cilacap,CILACAPTM
CJRO (Central Java),cilacap,CILACAPTNGAH-CILACAP
CJRO (Central Java),cilacap,CILACAPTNGAH-CILACAPUTARA-HH Ext
WJRO (West Java),Bandung 1,CIMAHI_CITY-HH Akses
SSRO (South Sumatera),IOH Martapura,Cimalaya-HH Brenching
CJRO (Central Java),cilacap,CIMANGGU
CJRO (Central Java),cilacap,CIPARI-LAKBOK
CJRO (Central Java),cilacap,CIPARI-SIDAREJA
SSRO (South Sumatera),IOH OKI Tugumulyo,Dabuk Rejo-HH Branching
SSRO (South Sumatera),IOH Sekayu,Epil-HH
SSRO (South Sumatera),IOH Batam 02,FO Access Sekupang-Pengadilan Agama
SSRO (South Sumatera),IOH Kota Agung / Pringsewu,Gading Rejo-JT Branching
SSRO (South Sumatera),IOH Kota Agung / Pringsewu,Gading Rejo-JT Branching Leg 2
SSRO (South Sumatera),Lampung 02 ( Kedaton ),Gedong Air-Untung Suropati
SSRO (South Sumatera),Lampung 02 ( Kedaton ),Gedong Air-Untung Suropati#2
SSRO (South Sumatera),IOH Kota Agung / Pringsewu,Gedong Tataan-JT Branching
SSRO (South Sumatera),IOH Kota Agung / Pringsewu,Gisting Atas-JT Branching
CJRO (Central Java),Semarang 3,Gombel 1-Gombel 2
CJRO (Central Java),Semarang 1,Gombel-Bawen
CJRO (Central Java),Kebumen,GOMBONG
WJRO (West Java),Bandung 1,GR_GIRANG-HH 1
WJRO (West Java),Bandung 1,GR_GIRANG-HH 2
SSRO (South Sumatera),Lampung 02 ( Kedaton ),Gunung Balau-Tanjungan
SSRO (South Sumatera),IOH Metro,Gunung sugih-Kominfo
CJRO (Central Java),Semarang 2,HH Ngaliyan-Tugu
CJRO (Central Java),Semarang 3,INDOSATSMG
SSRO (South Sumatera),IOH Palembang 03,Indralaya-HH Brenching
SSRO (South Sumatera),Lampung 02 ( Kedaton ),Inter Floor
SSRO (South Sumatera),Jambi 01,Jambi sri sudewi-Jambi net
SSRO (South Sumatera),Jambi 01,Jambi Srisudewei-Pandearang XL (new)
SSRO (South Sumatera),Jambi 01,Jambi Srisudewi-Pandearang XL (JIBA)
SSRO (South Sumatera),Jambi 01,Jambi-Bukit Baling (Jiba)
SSRO (South Sumatera),Jambi 01,Jambi-Bukit Baling (Palembaru)
SSRO (South Sumatera),Bayung Lincir / Tempino,Jambi-Tempino
SSRO (South Sumatera),IOH Pagar Alam,Jarai-Bandu Agung
CJRO (Central Java),cilacap,JERUKLEGI
CJRO (Central Java),Semarang 1,KALIGANDU
CJRO (Central Java),Kendal,Kaliwungu-HH Akses
CJRO (Central Java),Kebumen,KARANGANYARKBM_TB
CJRO (Central Java),cilacap,Karangpucung-Banjar
CJRO (Central Java),Kebumen,KARANGSAMBUNG-Kebumen
CJRO (Central Java),Semarang 1,KARTINI_PL-AMBARAWASLTNCON-BANYUBIRU
SSRO (South Sumatera),IOH Sribawono,Karya Makmur-JT Branching
CJRO (Central Java),cilacap,KAWUNGANTEN-JERUKLEGI
SSRO (South Sumatera),IOH OKI Tugumulyo,Kayu Agung-Pedamaran
SSRO (South Sumatera),IOH Sekayu,Kayuare-HH
CJRO (Central Java),Kebumen,Kebumen-Purworejo
CJRO (Central Java),Kebumen,Kebumen-Sokaraja
SSRO (South Sumatera),IOH Palembang 03,Kebun Bunga-Perum Talang Kelapa
SSRO (South Sumatera),IOH Martapura,KEDU TO HH BRENCING
CJRO (Central Java),Semarang 2,KEDUNGPANE-MANYARAN
CJRO (Central Java),Sokaraja,KEMANGKONSM
SSRO (South Sumatera),IOH Muara Bungo,Kembang Sri-Muara Bulian
CJRO (Central Java),Kendal,KENDAL-HH
SSRO (South Sumatera),IOH Bengkulu 02,Ketahun-JT XL
SSRO (South Sumatera),IOH Bengkulu 02,Ketahun-JT XL  Leg 2
SSRO (South Sumatera),IOH Sribawono,Ketapang Lamsel-JT Branching
CJRO (Central Java),Sokaraja,KLAMPOK
CJRO (Central Java),Semarang 1,KLEPU
SSRO (South Sumatera),IOH Palembang 03,KM 6-Kebun Bunga
SSRO (South Sumatera),IOH Pangkal Pinang,Koba-Nangka
SSRO (South Sumatera),IOH Metro,Kominfo lampung timur
SSRO (South Sumatera),IOH Kota Agung / Pringsewu,Kota Agung-JT Branching
SSRO (South Sumatera),IOH Kota Agung / Pringsewu,Kota Agung-JT Branching Leg 2
SSRO (South Sumatera),IOH Metro,Kota Gajah-Pekalongan
CJRO (Central Java),Sokaraja,KOTASARI-PURBALINGGA
CJRO (Central Java),cilacap,KROYA_TB-ADIPALA
SSRO (South Sumatera),IOH Kuala Tungkal / Sangeti,KUALA TUNGKAL-JC BRANCING ISAT JIBA
SSRO (South Sumatera),IOH Kuala Tungkal / Sangeti,KUALA TUNGKAL-SKKL TUNGKAL
CJRO (Central Java),cilacap,KUBANGKANGKG-HH
SSRO (South Sumatera),IOH Martapura,Kurungan nyawa-Martapura
CJRO (Central Java),Kebumen,KUTOARJO
CJRO (Central Java),Kebumen,KUTOARJO-GRABAGPWRJ_TB
CJRO (Central Java),Kebumen,KUTOWINANGUN
SSRO (South Sumatera),IOH Batam 02,Labtech-Sekupang
SSRO (South Sumatera),Lahat,Lahat-Empat Lawang
SSRO (South Sumatera),IOH Pagar Alam,Lahat-Pagaralam
SSRO (South Sumatera),Lampung 02 ( Kedaton ),Lampung A1 B2B INNER
SSRO (South Sumatera),Lampung 02 ( Kedaton ),Lampung B1 B2B INNER
SSRO (South Sumatera),Lampung 02 ( Kedaton ),Lampung B2 B2B INNER
CJRO (Central Java),Losari,Losari-Tegal
SSRO (South Sumatera),IOH OKI Tugumulyo,Lubuk Sakti-JT Branching
CJRO (Central Java),cilacap,MAJENANG
SSRO (South Sumatera),IOH Manna,Manna-Bintuhan
SSRO (South Sumatera),IOH Manna,Manna-Pagar Alam
CJRO (Central Java),Semarang 2,MANYARAN-TLOGOSARI
CJRO (Central Java),cilacap,MAOS
SSRO (South Sumatera),IOH Metro,mataram udik
SSRO (South Sumatera),Jambi 01,MENDALO-SELAT
CJRO (Central Java),cilacap,MERGOSARI
SSRO (South Sumatera),Bayung Lincir / Tempino,MERSAM-HH XL BRANCING
SSRO (South Sumatera),IOH Metro,Metro Kota-Pekalongan
SSRO (South Sumatera),IOH Batam 02,MH-Tanjung Uncang IBL
SSRO (South Sumatera),IOH Palembang 03,MSC A45-KM 6
SSRO (South Sumatera),IOH Palembang 03,MSC A45-MSC Bukit Besar
SSRO (South Sumatera),IOH Palembang 03,MSC A45-Perum Talang Kelapa
SSRO (South Sumatera),IOH Palembang 03,MSC Bukit Besar-Karya Jaya
SSRO (South Sumatera),IOH Palembang 03,MSC Bukit Besar-Lemabang
SSRO (South Sumatera),IOH Palembang 03,MSC Bukit Besar-Perum Talang Kelapa
SSRO (South Sumatera),Muara Enim,Muara Enim-Lahat
SSRO (South Sumatera),IOH Metro,Muara Jaya-JT Branching
SSRO (South Sumatera),IOH Batam 02,Muka Kuning Pintu 2-Bukit Mata Kucing
SSRO (South Sumatera),IOH Batam 02,Batuaji-Muka Kuning Pintu 2 Leg 1
SSRO (South Sumatera),IOH Bengkulu 02,New TVRI-BTN
CJRO (Central Java),Semarang 2,Ngaliyan
SSRO (South Sumatera),IOH Pangkal Pinang,NOC Kenanga-Simpang Jalur
SSRO (South Sumatera),IOH Batam 02,ODF Simpang Kabil-JT Petikan Jakabare-2
SSRO (South Sumatera),IOH Batam 02,ODF UIB 24c-Sekupang
SSRO (South Sumatera),IOH Batam 02,ODF UIB 72c-Sekupang
SSRO (South Sumatera),IOH Batam 02,ODF UIB-Top View
SSRO (South Sumatera),IOH OKI Tugumulyo,Oki Tugu Mulyo-Pedamaran
SSRO (South Sumatera),IOH OKI Tugumulyo,Oki Tugumulyo-Kalirejo
SSRO (South Sumatera),IOH OKI Tugumulyo,Oki Tugumulyo-Pematang Panggang
SSRO (South Sumatera),IOH Kota Agung / Pringsewu,Pagelaran-JT Branching
SSRO (South Sumatera),IOH Sribawono,Palas 2-JT Branching
SSRO (South Sumatera),IOH Batam 02,Panbil-HH New
SSRO (South Sumatera),IOH Batam 02,Panbil-Muka Kuning P4
SSRO (South Sumatera),IOH Pangkal Pinang,Pangkal Pinang-Koba
SSRO (South Sumatera),IOH Pangkal Pinang,Pangkal pinang-Puding
SSRO (South Sumatera),IOH Pangkal Pinang,Pangkal Pinang-Sungai Liat (M + D)
CJRO (Central Java),Kebumen,PANJER_KBM
CJRO (Central Java),Semarang 3,PAPANDAYAN
SSRO (South Sumatera),Lampung 02 ( Kedaton ),Pasar Cimeng-Bukit Randu
SSRO (South Sumatera),IOH Metro,Pasar Mandala-JT Branching
SSRO (South Sumatera),IOH Manna,Pasar Talo-Manna
SSRO (South Sumatera),IOH OKI Tugumulyo,Pedamaran-Gunung Batu
SSRO (South Sumatera),IOH Metro,Pekalongan-Sukadana
SSRO (South Sumatera),IOH Kuala Tungkal / Sangeti,Pematang Lumut-Petrochina
SSRO (South Sumatera),Bayung Lincir / Tempino,PEMAYUNG-MUARA BULIAN
CJRO (Central Java),Semarang 3,PLAMONGAN-MRANGGEN
CJRO (Central Java),Kebumen,Pongpongan-Purworejo
CJRO (Central Java),Kebumen,PREMBUN
CJRO (Central Java),Semarang 1,PRINGAPUS_TM-KLEPU
SSRO (South Sumatera),IOH Sekayu,PTPN-HH
SSRO (South Sumatera),IOH Pangkal Pinang,Puding-Kelapa
SSRO (South Sumatera),IOH Gn Batin / Menggala,Pulung kencana-JT Branching
CJRO (Central Java),Sokaraja,PURBALINGGA
CJRO (Central Java),Sokaraja,PURBALINGGABRT-KOTASARI
SSRO (South Sumatera),IOH Metro,Purbolinggo-Sukadana
CJRO (Central Java),Sokaraja,PURWOKERTOSLT-SOKARAJA
CJRO (Central Java),Sokaraja,PURWOKERTOSLT-SOKARAJABRT-SOKARAJA
CJRO (Central Java),Sokaraja,PURWONEGORO
CJRO (Central Java),Kebumen,PURWOREJOUTR_TB-HH
SSRO (South Sumatera),IOH Pangkal Pinang,Rangkui Leg 1
SSRO (South Sumatera),IOH Pangkal Pinang,Rangkui leg2
SSRO (South Sumatera),Bayung Lincir / Tempino,RENGAS CONDONG-HH XL BRANCING
SSRO (South Sumatera),Curup,RMB_Pengadang-Yonif Curup
CJRO (Central Java),Kendal,Rowosari-HH Existing Isat
SSRO (South Sumatera),IOH Kota Agung / Pringsewu,RS Pring Sewu-JT Branching
SSRO (South Sumatera),IOH Metro,Rumbia-Seputih Surabaya
CJRO (Central Java),cilacap,SAMPANG
SSRO (South Sumatera),IOH Sekayu,Sanga desa-Penggange XL
SSRO (South Sumatera),Bayung Lincir / Tempino,SEBAPO-HH XL BRANCIHING
SSRO (South Sumatera),IOH Sekayu,Sekayu-Sanga Desa
SSRO (South Sumatera),Jambi 01,SELAT-PEMAYUNG
SSRO (South Sumatera),Jambi 01,SENGETI-HH ISAT PALEMBARU BUKIT BALING
SSRO (South Sumatera),Jambi 01,SENGETI-HH ISAT PALEMBARU SRISUEDEWI
SSRO (South Sumatera),IOH Metro,Sepuith Mataram-Simpang Randu
CJRO (Central Java),cilacap,SIDAREJA-HH NEW XL
CJRO (Central Java),cilacap,SIDAREJA-KAWUNGANTEN
SSRO (South Sumatera),IOH Martapura,Simpang BRJ-Muara Dua
SSRO (South Sumatera),Curup,Simpang Periuk LLG-Curup
SSRO (South Sumatera),IOH Metro,Simpang Randu-Purbolinggo
SSRO (South Sumatera),IOH Metro,Simpang Randu-Rumbia
SSRO (South Sumatera),Jambi 01,SRISUEDEWI-MENDALO
SSRO (South Sumatera),IOH Bengkulu 02,Sukaraja-Leg1 to airport
SSRO (South Sumatera),IOH Gn Batin / Menggala,Sukses Makmur Bening-Panuragan Jaya
CJRO (Central Java),Semarang 1,SUMURJURANG_PL
SSRO (South Sumatera),Sungai Lilin,Sungai Lilin-Road to S.Lilin
SSRO (South Sumatera),IOH Pangkal Pinang,Sungailiat-Puding
SSRO (South Sumatera),IOH Pangkal Pinang,Sungailiat-Simpang Jalur
CJRO (Central Java),Salatiga,SURUH
SSRO (South Sumatera),IOH Kota Agung / Pringsewu,Talang Padang-JT Branching
CJRO (Central Java),Semarang 2,Tanah Mas-HH ext
SSRO (South Sumatera),Lampung 02 ( Kedaton ),Tanjung Bintang-JT Branching
SSRO (South Sumatera),Lampung 02 ( Kedaton ),Tanjung Bintang-Pugung Raharjo
SSRO (South Sumatera),Lampung 02 ( Kedaton ),Tanjung Bintang-Talang Jawa
SSRO (South Sumatera),IOH OKI Tugumulyo,Tanjung Dayang-JT Branching
SSRO (South Sumatera),Bayung Lincir / Tempino,TANJUNG PAUH-GAPSTON XL BRANCING
SSRO (South Sumatera),IOH OKI Tugumulyo,Tanjung Raja-Kayu Agung
SSRO (South Sumatera),Lampung 01,Tanjungan-Kalianda
SSRO (South Sumatera),Lampung 01,Tanjungan-Kalianda (BMH)
SSRO (South Sumatera),Bayung Lincir / Tempino,Tempino-Road To Sei Lilin
CJRO (Central Java),Semarang 2,TLOGOSARI-PLAMONGAN
SSRO (South Sumatera),IOH Metro,Toto Mulyo-JT Branching
CJRO (Central Java),Semarang 2,Tugu-GOMBEL
CJRO (Central Java),Semarang 2,TUGUMUDA-HASANUDDIN-TANAH MAS
CJRO (Central Java),Semarang 1,Ungaran_City-HH
SSRO (South Sumatera),IOH Bengkulu 02,Unib-Curup
SSRO (South Sumatera),Lampung 01,Untung Suropati-Kota Bumi
SSRO (South Sumatera),Lampung 02 ( Kedaton ),Untung Suropati-Tanjung Senang
SSRO (South Sumatera),Lampung 02 ( Kedaton ),Untung Suropati-Tanjung Senang#2
SSRO (South Sumatera),Lampung 02 ( Kedaton ),Untung Suropati-Way Halim
SSRO (South Sumatera),Lampung 02 ( Kedaton ),Way Halim-Tanjungan
SSRO (South Sumatera),Lampung 02 ( Kedaton ),Way Halim-Tirtayasa
SSRO (South Sumatera),Lampung 02 ( Kedaton ),Way halim-Way Kandis
SSRO (South Sumatera),IOH Sribawono,Way Jepara-JT Branching
SSRO (South Sumatera),IOH Sribawono,Way Jepara-JT Branching Leg 2
CJRO (Central Java),Kendal,WELERI
NSRO (North Sumatera),Padang,XLTabing-037001
SSRO (South Sumatera),Curup,Yonif Curup-Simpang Nangka
NSRO (North Sumatera),Lhouksemawe,Akses Rd to Lhoukseumawe
NSRO (North Sumatera),Langsa,Akses Pangkalan Susu (To Sp Jl Besar Medan-Aceh)
NSRO (North Sumatera),Langsa,Langsa-A2 (04LNS001 LANGSA) (Slekan Kartika)
NSRO (North Sumatera),Langsa,Langsa-A2 (04LNS001 LANGSA) (Slekan Unsam)
NSRO (North Sumatera),Medan BB,Akses Sunggal (To Sp Ringroad SPBU)
NSRO (North Sumatera),Medan Inner 2,Akses Kiwi
NSRO (North Sumatera),Medan Inner 1,B2B Medan-C5 (Asrama Haji - Komplek Astra)
NSRO (North Sumatera),Medan Inner 1,B2B Medan-C5 (Asrama Haji - Jl Karya Jaya)
NSRO (North Sumatera),Medan BB,Branching Site Brastagi
NSRO (North Sumatera),Medan BB,Akses Perbesi (Perbesi - Munthe)
NSRO (North Sumatera),Medan BB,Akses Perbesi (Perbesi - Tiga Binanga)
NSRO (North Sumatera),Medan BB,Akses Bertah (Bertah - Kandibata)
NSRO (North Sumatera),Medan BB,Akses Bertah (Bertah - Munthe)
NSRO (North Sumatera),Medan BB,Akses Munthe (Munthe - Perbesi)
NSRO (North Sumatera),Medan Inner 2,Rd to Tanjung Morawa - Tanjung Morawa
NSRO (North Sumatera),Medan Inner 1,Akses Pancur Batu (Pancur Batu - Cempaka and Link Pancur Batu - Kabanjahe)
NSRO (North Sumatera),Medan Inner 1,Akses Pancur Batu (Pancur Batu - SGI Medan and Pancur Batu - Brastagi)
NSRO (North Sumatera),Medan Inner 2,Lubuk Pakam City - Desa Beringin
NSRO (North Sumatera),Tebing Tinggi,Akses Inalum (Inalum - Existing Site 50)
NSRO (North Sumatera),Tebing Tinggi,Akses Inalum (Inalum - Existing Site Tebing Tinggi)
NSRO (North Sumatera),Tebing Tinggi,Akses Lima Puluh (Lima Puluh - Laut Tador)
NSRO (North Sumatera),Tebing Tinggi,Akses Lima Puluh (Lima Puluh - Rd Tanjung Balai)
NSRO (North Sumatera),Tebing Tinggi,Akses Pasar Bengkel (Pasar Bengkel - SGI Medan)
NSRO (North Sumatera),Tebing Tinggi,Akses Pasar bengkel (Pasar Bengkel - Tebing Laut Tador)
NSRO (North Sumatera),Tebing Tinggi,Akses Sei Rampah (Sei Rampah - Eks Medan SGI)
NSRO (North Sumatera),Tebing Tinggi,Akses Sei Rampah (Sei Rampah - Eks Tebing Tinggi)
NSRO (North Sumatera),Tebing Tinggi,Akses Dolok Masihul (Dolok Masihul - Galang)
NSRO (North Sumatera),Tebing Tinggi,Akses Dolok Masihul (Dolok Masihul - Tebing Tinggi)
NSRO (North Sumatera),Tebing Tinggi,Akses Gapura
NSRO (North Sumatera),Tebing Tinggi,Akses Siantar Merdeka
NSRO (North Sumatera),Tebing Tinggi,Akses Sinaksak to HH Existing
NSRO (North Sumatera),Tebing Tinggi,Akses Tebing Tinggi (Jl.Ikhlas)
NSRO (North Sumatera),Tebing Tinggi,Bsc Isat Siantar - Bsc Xl Link #1
NSRO (North Sumatera),Tebing Tinggi,Bsc Isat Siantar - Bsc Xl Link #2
NSRO (North Sumatera),Jadijaya,BSC Tanjung Balai - BSC Tanjung Balai Kota
NSRO (North Sumatera),Jadijaya,Akses Kisaran (Kisaran - Simpang Kawat)
NSRO (North Sumatera),Jadijaya,Akses Kisaran (Kisaran - Lima Puluh)
NSRO (North Sumatera),Jadijaya,Akses Aek Kanopan (Aek Kanopan - Simpang Kawat)
NSRO (North Sumatera),Jadijaya,Akses Aek Kanopan (Aek Kanopan - Rantau Prapat)
NSRO (North Sumatera),Sripinang/Kota Pinang,Akses Kp Pajak (Kp Pajak - Tanjung Balai)
NSRO (North Sumatera),Sripinang/Kota Pinang,Akses Kp Pajak (Kp Pajak - Kota Batu)
NSRO (North Sumatera),Sripinang/Kota Pinang,Akses Aek Kotabatu (Aek Kotabatu - TVRI)
NSRO (North Sumatera),Sripinang/Kota Pinang,Akses Aek Kotabatu (Aek Kotabatu - Kp Pajak)
NSRO (North Sumatera),Sripinang/Kota Pinang,Akses Langga Payung (Langga Payung - Gunung Tua)
NSRO (North Sumatera),Sripinang/Kota Pinang,Akses Langga Payung (Langga Payung - Kota Pinang)
NSRO (North Sumatera),Sripinang/Kota Pinang,Akses Kota Pinang (Kota Pinang - Sigambal)
NSRO (North Sumatera),Sripinang/Kota Pinang,Akses Kota Pinang (Kota Pinang - Bagan Batu)
NSRO (North Sumatera),Sripinang/Kota Pinang,MOCN Sripinang - Kota Pinang
NSRO (North Sumatera),Sripinang/Kota Pinang,MOCN Sripinang - Sigambal
NSRO (North Sumatera),Padang Sidempuan,Akses New Parsabolas (New Parsabolas - Sipirok)
NSRO (North Sumatera),Padang Sidempuan,Akses New Parsabolas (New Parsabolas - Padang Sidempuan)
NSRO (North Sumatera),Tarutung,Sibolga Isat - Sibolga XL (Sibolga - Sosor Gadong)
NSRO (North Sumatera),Tarutung,Akses Simangumban
NSRO (North Sumatera),Tarutung,Akses Sosor Gadong (Sosor Gadong - Sibolga)
NSRO (North Sumatera),Tarutung,Akses Sosor Gadong (Sosor Gadong - Barus)
NSRO (North Sumatera),Tarutung,Akses Barus (Barus - Mando Aumas)
NSRO (North Sumatera),Tarutung,Akses Barus (Barus - Sosor Gadong)
NSRO (North Sumatera),Tarutung,Akses Mado Aumas (Mado Aumas - Barus)
NSRO (North Sumatera),Tarutung,Akses Mado Aumas (Mado Aumas - RTO Singkil)
NSRO (North Sumatera),Seribu Dolok,Akses BSC Seribu Dolok
NSRO (North Sumatera),Seribu Dolok,Akses Sidikalang(JCO XL Aceh Barat)
NSRO (North Sumatera),Seribu Dolok,Akses Sidamanik (Sidamanik - Suhut Maraja)
NSRO (North Sumatera),Seribu Dolok,Akses Sidamanik (Sidamanik - Seribu Dolok)
NSRO (North Sumatera),Seribu Dolok,Akses Dolok Sumbul (Dolok Sumbul - Seribu Dolok)
NSRO (North Sumatera),Seribu Dolok,Akses Dolok Sumbul (Dolok Sumbul - Sidikalang)
NSRO (North Sumatera),Seribu Dolok,Akses Rd To Pakpak
NSRO (North Sumatera),Seribu Dolok,Akses Simpang Raya Huluan (Simpang Raya Huluan - Seribu Dolok)
NSRO (North Sumatera),Seribu Dolok,Akses Simpang Raya Huluan (Simpang Raya Huluan - Sidamanik)
NSRO (North Sumatera),Subulussalam,Akses Blang Pidi(JCO XL Aceh Barat)
NSRO (North Sumatera),Subulussalam,Akses Tapak Tuan(JCO XL Aceh Barat)
NSRO (North Sumatera),Subulussalam,Akses Air Berudang(JCO XL Aceh Barat)
NSRO (North Sumatera),Subulussalam,Akses Meukek (Meukek - Air Berudang)
NSRO (North Sumatera),Subulussalam,Akses Meukek (Meukek - Labuhan Aji)
NSRO (North Sumatera),Subulussalam,Akses Begrun (Begrun - Subulussalam)
